Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
Elazığ;4;19:30;1200;Kum;;4;GRAND SUN;7y d  a;INVINCIBLE SON (IRE)-GROUND SHAKER/GRAND EKINOKS;57,5;H.ALTUNDAĞ;ERCAN SÖKMEZ;S.C.GÖZÜNGÜ;8;86;177460;21;15;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;5;YOU ARE JUST FINE;5y a  a;BLUEGRASS CAT (USA)-MARY CELESTE (USA)/STREET SENSE* (USA);57,5;F.YARDIMCI;NEDİM KARAKEÇİ;Z.AKDEMİR;6;80;350522;15;19;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;6;BATIMERT;4y d  a;EUPRHATES (USA)-YALÇINKIZ/SEA HERO (USA);57;Y.CENGİZ;MEHMET TURAN;MAHMUT DOĞAN;2;66;872791;15;20;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;7;GARONOR;8y a  a;LION HEART (USA)-LAJITAS (USA)/SIPHON (BRZ);56,5;MEH.TAŞKAYA;ERKAN YILDIRIM;F.YALÇINKAYA;3;56;006-017;15;19;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;8;YİĞİT KHAN;5y a  a;KING OF TRAKYA-HİSARIM/ROYAL ABJAR (USA);56,5;N.ALTIN;MEHMET ALİ YARDIMCI;Z.AKDEMİR;1;65;749763;15;11;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;9;ZEPHYR WEST;5y d  a;PAPA CLEM (USA)-DİLAY STAR/LUXOR;56,5;A.AKDEMİR;AHMET DİLMAÇ;MEHM.KAYA;5;87;7-56403;10;14;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;10;WESTBROOK;4y d  a;RUN AWAY AND HIDE (USA)-SKYFALL/MENDIP (USA);56;H.İ.AKKAYA;MEHMET KARAKEÇİ;Z.AKDEMİR;9;64;89581-2;121;19;;;06/05/2026
Elazığ;4;19:30;1200;Kum;;11;WARRIOR LION;5y a  a;AFTER MARKET (USA)-ÇAYGÜZELİ/STRIKE THE GOLD (USA);56,5;İ.AKYAVUZ;ADİL AKYAVUZ;MEHM.KAYA;10;77;830-089;9;8;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;1;KING OF RACE;3y k  e;NİHAVEND LONGA-MORETHANAWARNING (USA)/MORE THAN READY (USA);58;M.E.DOĞAN;FERİT YARDIMCI;A.YARDIMCI;5;53;523223;7;18;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;2;MY;3y d  e;MENDIP (USA)-CEBELLİ KIZ/ROYAL ABJAR (USA);56;A.AKDEMİR;M.SABAHATTİN MALKOÇ;A.YARDIMCI;4;62;223357;16;16;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;3;DANCE OF WIND;3y d  e;TIZWAY (USA)-EMPOWERMENT (USA)/DISTORTED HUMOR (USA);55;İ.AKYAVUZ;OSMAN TANER;A.YARDIMCI;7DSTercihli Start;59;224613;11;19;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;4;JAZZMASTER;3y a  g;LION HEART (USA)-LHAZAREEN/VICTORY GALLOP (CAN);55;M.DOĞAN;REFİK ÇEVİK;M.BULUÇ;6;56;6-85141;14;20;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;5;AŞAN GOLD;3y d  d;GAZIBORA KHAN (GB)-SPRING BREEZE/PERFECT STORM;55;Y.CENGİZ;BÜLENT YARDIMCI;M.KARALI;3;58;542133;14;18;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;6;MERT PAŞA;3y d  e;HAKEEM (USA)-PAÇİ/COUNTRY REEL (USA);55;H.ALTUNDAĞ;E.KAYHAN ERGİN;F.YALÇINKAYA;1;67;1312-51;7;20;;;06/05/2026
Elazığ;5;20:00;1600;Kum;KV;7;YELELİ KIZ;3y d  d;TOUGH GUY-LORENA/VICTORY GALLOP (CAN);53;F.YARDIMCI;MERVE ÖZDEMİR;T.AYDIN;2;56;1231-23;7;18;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;1;ALTINBORA;3y k  e;YILMABAŞAR-GÜZ GÜZELİ/ARASLI;57;İ.AKYAVUZ;İBRAHİM HALİL ARSLAN;ÇET.ARSLAN;5;38;1;23;20;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;2;ANEMOS;3y a  e;TALİPHAN-HÜRREM SULTAN/BEYAZ MARTI;53;H.YÖNDEN;MEHMET TAHİR AKIL;F.E.AKIL;1;34;1;23;20;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;3;CEMİYET HAYATI;3y a  e;CANYOLDAŞ-GÜNBATIMI/KARA YAĞIZ;57;H.ALTUNDAĞ;BAKİ BAKIR BOYRAZ;Z.AKDEMİR;4;33;71;7;20;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;4;TELLİ DERELİ;3y k  e;ŞİMŞEĞİNOĞLU-ELA HANIM/YAŞARCIK;57;F.YARDIMCI;ÖMER YARDIMCI;A.YARDIMCI;6;35;1;22;20;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;5;DOKTOR MİRAY;3y a  d;ORHUNKAAN-ELİANA/UÇANOĞLU;55;Y.CENGİZ;İLHAN GÜRLER;E.ALTIN;3;33;1;22;20;;;06/05/2026
Elazığ;6;20:30;1000;Kum;;6;MERTENS;3y k  e;SON MARTI-NARCAN/PİR KARACA;55;M.DOĞAN;HACİ CAMUZ;MEHM.KAYA;2;;4;22;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;1;BRAVO ÇEVİK;2y a  e;RUNNER BULL-KIZIM RENGİN/DUTYFREE;57;M.A.AKTÜRK;REFİK ÇEVİK;F.YALÇINKAYA;6;;;;20;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;2;BRAVO GÜR;2y d  e;RUNNER BULL-VIOLIN/NATIVE KHAN (FR);57;M.DOĞAN;REFİK ÇEVİK;F.YALÇINKAYA;4;;4;21;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;3;ETIQUETTE;2y d  e;AMERİKALI-LASER GIRL/YONAGUSKA (USA);57;MEH.TAŞKAYA;KENAN ÖZDEMİR;T.AYDIN;2;;2;21;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;4;ORPHANED BOY;2y d  e;TIGER MOTH (IRE)-PURPLE BEECH (GB)/PIVOTAL (GB);57;H.ALTUNKILIÇ;MESUT ÇEVİKEL;F.YALÇINKAYA;5;;;;20;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;5;PRENS APTİ;2y a  e;TRAPPE SHOT (USA)-SUNRISE SMILE/DAI JIN (GB);57;M.E.DOĞAN;ABDULHAMİT YARDIMCI;A.YARDIMCI;7;;3;21;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;6;ALPERİN KIZI;2y a  d;MY FREEDOM-EMIKA/ALWAYS A CLASSIC (CAN);53;Ç.CANPOLAT;ALİ BAKIR;F.BAKIR;3;;8;21;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;7;AŞAN STAR;2y a  d;FLY BY ME-SPRING BREEZE/PERFECT STORM;55;Y.CENGİZ;BÜLENT YARDIMCI;A.YARDIMCI;8;;5;21;19;;;06/05/2026
Elazığ;7;21:00;1000;Kum;Maiden;8;OTTO;2y d  d;LION KING-OKO MOYE/MENDIP (USA);55;A.H.BAYAR;MURAT AZİZOĞLU;E.AÇMAZ;1;;6;11;19;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;1;NEVALÇİÇEĞİ;4y k k;TEK YÜREK-TURBOŞİMŞEK/TURBO;63;İ.AKYAVUZ;EYYÜP SANCAR;M.A.SUBAY;1;52;062212;8;19;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;2;BALLIYARIM;6y a k;KAIZBERT (RU)-FAYHATTI/AYABAKAN;63;İ.KATAR;FERHAT BİNİCİ;B.FAHRİOĞLU;10;50;55384-0;21;15;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;3;RÜZGARTEPESİ;6y k k;CANKARDEŞLER-HONOLULU/BAYKAN.1;62,5;M.A.AKTÜRK;MUHAMMET HOCAOĞULLARI;Z.AKDEMİR;3;49;032728;8;17;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;4;MERHAMET;4y k k;FATİH AĞA-ALARASULTAN/TAMERİNOĞLU;60,5;Y.CENGİZ;KEMAL YARDIMCI;A.YARDIMCI;7;47;227232;7;18;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;5;LAVİSTAKAYA;5y k k;BERKCAN-DOKTORKAYA/MURATAĞA;61;M.DOĞAN;AHMET BABACAN;F.YALÇINKAYA;6;46;086163;7;18;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;6;ZEYNEPCANKIZI;5y a k;ŞİMŞEĞİNOĞLU-ŞİPAL/SERTAN;61;H.ALTUNKILIÇ;HÜSEYİN BECENE;MEHM.KAYA;5;46;3145-26;7;16;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;7;İREM HATUN;4y a k;ORÇUN-GÜHERKIZ/EMAEL (PL);58;H.ALTUNDAĞ;MEHMET EMİN DEMİRKAPU;B.DEMİRKAPU;4;42;97-1963;8;17;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;8;NAZLI BERRA;4y k k;ALTINCI HİS-DENİZSEFASI/BALIKHAN;57;A.H.BAYAR;MUSTAFA YARDIMCI;A.YARDIMCI;9;40;535144;15;18;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;9;SEDEN KIZ;6y a k;SAADIN GÜCÜ-GÖZÜN AYDIN/YAŞARCIK;55;Ç.CANPOLAT;MUSTAFA TAŞKAYA;R.BARMAN;11;38;386-097;15;14;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;10;YÜREKLİ HANIM;4y a k;KAYAYÜREKLİ-DEMİRHANIM/DEMİRKIR;52,5;H.YÖNDEN;MÜSLÜM ŞEKER;M.KARALI;2;35;337200;14;14;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;11;EFRUZKIZI;4y k k;TAMERİNOĞLU-BALKUŞU/ÖZGÜNHAN;53,5;B.SARIDAL;AHMET KAYA;F.YALÇINKAYA;8;33;667975;7;12;;;06/05/2026
Elazığ;8;21:30;1200;Kum;Handikap;12;HAYATIN SESİ;4y a k;FATİH AĞA-ŞİMAL GÜNEŞİ/SERDARHAN;53;N.ALTIN;İLHAN TEKİNALP;M.KARALI;12;32;147;8;18;;;06/05/2026
