AGF,G,FORM,TREND,GELIS,VARYANS,JOKEY,AT,MESAFE,KILO,ANTR,PIST,HIP,JAT
0.1481,0.1111,0.0926,0.0556,0.0278,0.0093,0.1111,0.1111,0.0926,0.0741,0.0648,0.0370,0.0278,0.0370
