Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
Ankara;2;15:00;1600;Cim;;8;TRAİDORA;3y k  d;NATIVE KHAN (FR)-HOPEFUL/PLEASANTLY PERFECT (USA);52;E.ÇİZİK;GÜLİZAR YANIK;H.SUNKAR;1;70;20-2640;7;15;4.10;%16;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;1;PRINCESS QALİ;4y d k;KLUGER (JPN)-KILL BILL/THREE VALLEYS (USA);61;İSM.YILDIRIM;CAFER KEÇECİOĞLU;S.SÜSLÜ;3;63;976359;10;13;8.40;%2;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;2;BIBURY;4y d k;TOROK (IRE)-SEMOSHUM/DR FONG (USA);60;ER.CANKILIÇ;V.HAKAN KELEŞ;S.EREN;4;61;341321;245;20;8.00;%10;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;3;MISFIT;3y d  d;BODEMEISTER (USA)-HILAL KIZIM (USA)/LONHRO (AUS);55;A.ÇELİK;FERHAN GÖKTÜRK;İS.TEKİNALP;7;61;5-34614;14;19;7.00;%37;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;4;CHILLI CHARLIE;5y d k;MYBOYCHARLIE (IRE)-GREEN PRINCESS/GREEN GÖNEN;59,5;M.A.AKGÖBEK;TALAT E. İŞÇİOĞLU;A.POLAT;2;59;6276-86;7;12;12.90;%3;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;5;TEK NERGİZ;5y a k;ABJAR ACADEMY-ACAPELLA/BOSPORUS (IRE);57,5;T.BALİ;MAHMUT POLAT;Y.TUNCAY;11;57;565506;30;13;10.60;%1;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;6;WALLACE;4y d k;COPPERFIELD-COACHELLA/BANKNOTE (GB);58;M.KAYA;HÜSEYİN NERGİZ;N.DÜNDAR;5;53;155239;21;16;11.70;%4;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;7;ANGEL;5y d k;AIR VICE MARSHAL (USA)-ISLAND QUEST (USA)/CAPE BLANCO (IRE);58;SAL.ÇELİK;MÜCAHİT TEMEL;İ.KÖROĞLU;10;52;34-4845;42;16;7.80;%5;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;8;BARBOOM;3y d  d;NATIVE KHAN (FR)-İMMİ İMMİ/LION HEART (USA);50;M.BAYIR;FAKİ ARDA ÖZLEN;İB.B.OĞULLARI;12;51;31431;166;20;21.15;%14;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;9;ÇEVİK VAKTİ;5y d k;MYBOYCHARLIE (IRE)-LADY NINJA/EL CORREDOR (USA);57,5;H.ÇİZİK;MEHMET CANLIKA;M.A.CANPOLATLI;13DSTercihli Start;51;596-003;7;14;6.45;%9;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;10;MAHSA;4y d k;TOROK (IRE)-EMMA/SHINING STEEL (GB);55,5;MÜS.ÇELİK;HÜSEYİN KAAN MÜJDECİ;C.ŞİMŞEK;8;48;01-3280;55;16;13.40;%4;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;11;DOĞAN AYŞE;4y d k;GOOD CURRY-ZAHİDE HANIM/UNACCOUNTED FOR (USA);55;M.AKYAVUZ;MUSTAFA DOĞAN;Ş.OLĞAÇ;1;47;9467-58;45;14;5.25;%2;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;12;MY BLUE HEAVEN;4y d k;INVINCIBLE SON (IRE)-BAKLAVA (IRE)/CAPE CROSS (IRE);55;M.S.ÇELİK;AYŞEGÜL KURTEL;C.DEMİR;9;47;323737;137;15;8.95;%6;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;13;MISS İDİL;3y d  d;MER DE GLACE (JPN)-PERFECT HEART/LION HEART (USA);50;F.YÜCEL;BUBO CANPOLAT;CE.POLAT;6;42;4-44665;23;15;75.45;%1;07/05/2026
Ankara;3;15:30;1400;Cim;Handikap;14;GOLDEN SOUL;4y d k;MYBOYCHARLIE (IRE)-GREEN ALLEY/GREEN GÖNEN;50;M.A.SOLMAZ;CİHAT GÜROĞLU;AR.KILIÇ;14DSTercihli Start;34;007-2;18;16;8.15;%2;07/05/2026
Ankara;4;16:00;1600;Cim;;1;BÜYÜKATAK;4y a  a;AYABAKAN-KINA KINA/VURAL;57;İSM.YILDIRIM;HALİL KAYA;YUS.KAYA;12;32;582377;18;14;8.00;%2;07/05/2026
Ankara;4;16:00;1600;Cim;;2;HARŞİT BEYİ;4y k  a;UFUKBİR-ADANADERYASI/BİLGİN;60;F.S.M.SANSAR;M.ANIL ÖZBEKOĞLU;M.ÖRTÜNÇ;9;33;8-52243;19;17;15.30;%8;07/05/2026
Ankara;4;16:00;1600;Cim;;3;KRAL ATLAS;4y a  a;TAYKUT-DEBRA/DAĞDELEN;60;MÜS.ÇELİK;İSMAİL UMUT CİYHAN;V.AKBAŞ;10;35;086222;19;19;7.50;%13;07/05/2026
Ankara;4;16:00;1600;Cim;;4;MÜHÜR TAŞI;4y d k;SONALP-VAHİDE/BİLGİN;58;SAL.ÇELİK;İSMAİL KARAKEÇİLİ;Y.BAYSAL;3;30;234933;18;16;3.40;%4;07/05/2026
Ankara;4;16:00;1600;Cim;;5;ÇİĞDEMLİ;4y k k;GÜRSU-MERZA/CAŞ;56;M.N.SUNKAR;MEHMET ERCÜMENT ULAŞ;C.DEMİR;13;29;427;33;17;10.90;%6;07/05/2026
Ankara;4;16:00;1600;Cim;;6;DENİZ TUTKUSU;4y a k;ALTAHA-ATEŞ KUŞU/İBOCAN;56;M.KAYA;KÜRŞAT ORUÇ;GAL.KILIÇ;4;29;434826;13;15;4.10;%27;07/05/2026
Ankara;4;16:00;1600;Cim;;7;FATİHİNOĞLU;4y a  a;FATİH AĞA-GÜZEL KÖYLÜ/ZENGİNOĞLU;53;M.A.AKGÖBEK;MUSTAFA KARATOPRAK;Y.C. KARATOPRAK;2;;7-4;33;18;4.75;%6;07/05/2026
Ankara;4;16:00;1600;Cim;;8;GONDAR;4y k  a;DİLİRAN-YAĞMURGÖZLÜM/UFUKBİR;56;A.ÇELİK;MEHMET EMRE HADİOĞLU;İ.KÖROĞLU;11;28;3-53;33;17;9.85;%27;07/05/2026
Ankara;4;16:00;1600;Cim;;9;GÜLZEMİN;4y d k;ONURKAAN-HAKGÜZAR/ÖZDURAN;56;N.DEMİR;BEŞİR KAYA;RAM. KAYA;7;29;979260;18;10;17.05;%2;07/05/2026
Ankara;4;16:00;1600;Cim;;10;HIZLI GÜMÜŞ;4y k k;GÜMBÜRGÜMBÜR-ITIRCAN/FAROAGA;52;Ç.TAŞCI;MELAHAT BAGUÇ;V.AKBAŞ;5;27;866550;14;10;42.85;%1;07/05/2026
Ankara;4;16:00;1600;Cim;;11;ROYALCAN;4y k  a;SERHANTAY-ALANZA/BOZDAĞ;56;H.ÇİZİK;MEHMET KARAKEÇİ;AR.KILIÇ;8;28;3-936;15;16;15.90;%4;07/05/2026
Ankara;4;16:00;1600;Cim;;12;HACİRE SULTAN;4y d k;ERGÖKÇE-UÇANKINALI/UÇANBEY;54;İ.AKIN;İBRAHİM KAYA;RAM. KAYA;1;20;0000-48;98;3;64.80;%0;07/05/2026
Ankara;4;16:00;1600;Cim;;13;RODİGÜLÜ;4y k k;FATİH AĞA-FÜSUNKAR/RİKARDO;50;F.YÜCEL;HALEF KATI;Y.TUNCAY;6;24;709674;18;6;16.20;%1;07/05/2026
Ankara;5;16:30;1400;Kum;;1;THE HOCUS;3y d  e;GÜNGÖR BABA-SWEETHEART/ROYAL ABJAR (USA);62;A.KURŞUN;MEHMET EMİN AKBALIK;SER.DOĞAN;6;72;111119;12;19;3.95;%12;07/05/2026
Ankara;5;16:30;1400;Kum;;2;YAKARİ;3y d  e;EPAULETTE (AUS)-MAKSIMONNA/AGRESIVO (USA);60;MÜS.ÇELİK;HÜLYA KARATAŞ;B.ŞANDAN;7;75;234211;18;20;1.90;%41;07/05/2026
Ankara;5;16:30;1400;Kum;;3;DOUBLE;3y a  e;GOOD CURRY-CHROME HEART/AGRESIVO (USA);58;H.ÇİZİK;ÖMERCAN EROĞLU;E.ACER;4;50;333284;12;16;19.40;%3;07/05/2026
Ankara;5;16:30;1400;Kum;;4;ŞAMAR;3y d  e;GOOD CURRY-BÜYÜKANNE/SRI PEKAN (USA);58;A.ÇELİK;İSMAİL HADİOĞLU;İ.KÖROĞLU;3;52;42-1163;44;18;25.70;%21;07/05/2026
Ankara;5;16:30;1400;Kum;;5;NINE TREES;3y d  e;GENERAL QUARTERS (USA)-AKMARAL/INDIGO RED (GB);55;M.S.ÇELİK;SEMRA AKSU;T.O.KARA;2;54;353773;11;15;3.15;%11;07/05/2026
Ankara;5;16:30;1400;Kum;;6;WORLD CHIEF;3y a  e;LION HEART (USA)-PARISTAMBUL/BOSPORUS (IRE);55;SAL.ÇELİK;ANZİLHA ALADAĞ;A.ÇİFTÇİ;1;39;8416;12;19;14.10;%2;07/05/2026
Ankara;5;16:30;1400;Kum;;7;CAPITAL;3y d  e;KLIMT (USA)-LION BLEU/LION HEART (USA);54;M.AKYAVUZ;BERKE KURTULUŞ;İ.AKKILIÇ;5;57;2-44363;12;16;4.30;%10;07/05/2026
Ankara;6;17:00;1900;Cim;;1;KALKÜTA;4y d  a;POWERSCOURT (GB)-KARAK/KANEKO;62;A.ÇELİK;İHSAN ERTEN;B.ŞANDAN;4;92;7-81152;12;18;7.60;%12;07/05/2026
Ankara;6;17:00;1900;Cim;;2;BOUCHERON;5y d  a;ABBAS YOLCU-LIFETIME/KURTINIADIS (IRE);57;H.ÇİZİK;ÖMERCAN EROĞLU;E.ACER;1;89;12-6394;19;15;63.45;%5;07/05/2026
Ankara;6;17:00;1900;Cim;;3;DRAGON;4y d  a;TOROK (IRE)-HAPPY VALENTINE/THEWAYYOUARE (USA);57;A.KURŞUN;ENGİN BEKİROĞULLARI;İB.B.OĞULLARI;5DSTercihli Start;92;51215-1;19;20;1.05;%52;07/05/2026
Ankara;6;17:00;1900;Cim;;4;RIDE THE LIGHTNING;5y d  a;TOROK (IRE)-INVINCIBLE ROCK/DIVINE LIGHT* (JPN);57;M.KAYA;MUSTAFA YILMAZ;HÜS.KAYA;3;104;83-6423;13;20;2.85;%29;07/05/2026
Ankara;6;17:00;1900;Cim;;5;GALİBEY;4y d  a;POWERSCOURT (GB)-GERÇEK DÖRTÇEKER/KANEKO;52;F.YÜCEL;HÜSEYİN KÖKLÜ;S.KAN;2;84;7-45207;25;14;22.25;%2;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;1;AHTER;3y d  d;BABA MEVLÜT-TÜLİN/HİSARHAN;57;MÜS.ÇELİK;KEMAL ALTIN;A.E.BAŞ;2;;;;20;5.45;%9;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;2;ASTARA LAÇİN;3y a  d;CANYOLDAŞ-RİJBİN/TURBO;57;E.ÇİZİK;MUHAMMET ÖZTÜRK;H.GÜNEY;12;;3;18;19;16.90;%8;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;3;AŞİNATAY;3y k  d;ENDEREFE-LÜLETAŞI/HALİD;57;MAHS.TURAN;İBRAHİM HAKKI BOYRAZ;M.DEMİROL;5;;0;24;19;5.90;%2;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;4;AYLAK KIZ;3y k  d;TALİPHAN-GÜLGÜNKIZ/GÜNTAY;57;H.ÇİZİK;AHMET GÜNER;İ.ÇEÇAN;9;;;;20;22.90;%4;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;5;CANSEFİRE;3y a  d;GÜNTAY-HOPPA/KARAKEMAL;54;ER.CANKILIÇ;TAYRAL TUTUMLU;B.TURGUL;6;;;;20;13.30;%6;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;6;EKSEN;3y a  d;CANYOLDAŞ-GONCA NAZ/TIGRES LIGHT (US);57;SAL.ÇELİK;İBRAHİM HAKKI BOYRAZ;M.DEMİROL;7;;23;8;18;5.90;%14;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;7;HARDAL ÇİÇEĞİM;3y a  d;GELİBOLU-TURBO SERRA/TURBO;55;İSM.YILDIRIM;UMUT ERKULU;Y.ÇAĞLAR;4;;9;13;19;1.75;%1;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;8;KAÇARAK;3y a  d;BİÇER-ROMALI/ALPAK;57;F.ÇETİNBAŞ;ESER ÖKSÜZER;Ş.OLĞAÇ;1;;7;18;19;9.10;%1;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;9;MAHPAREM;3y d  d;BAHARŞAH-AL WASSEN/ODİNHAN;57;M.KAYA;ABDULLAH KAYA;HÜS.KAYA;8;;9;21;19;44.80;%3;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;10;MÜTEVAZİ KIZ;3y k  d;TURBO-GÜZEL MELEK/BİLGİN;57;F.S.M.SANSAR;VEHBİ ATEŞ;M.A.CANPOLATLI;11;;0;7;19;10.00;%1;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;11;SERÇE KIZI;3y a  d;FATİH AĞA-ZÜMRANUR/DEMİRKIR;57;M.AKYAVUZ;MEHMET KILIÇ;Ş.OLĞAÇ;10;;6;7;19;34.35;%5;07/05/2026
Ankara;7;17:30;1000;Cim;Maiden;12;TANKIZI;3y k  d;MADRABAZ-DUDU/SEZGİNBEY;57;M.S.ÇELİK;MEHMET ALİ KATI;H.SUNKAR;3;;2;13;19;8.25;%45;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;1;ALTINEKEN;7y a k;KAIZBERT (RU)-ALTINNAZLI/ŞENTAY;61;İSM.YILDIRIM;KEMAL YAKUP ALTIN;A.GÜVEN;14DSTercihli Start;65;997-930;404;9;28.45;%2;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;2;ŞUKELA;4y a k;BERKSOY-BİTENGÜL/CAŞ;61;A.ÇELİK;FETHİ POLAT;M.TEKİNALP;7;65;74-3146;11;18;19.75;%20;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;3;PİRNUR;4y d k;AZMİ REİS-BALLIKIZ/KAIZBERT (RU);60,5;H.ÇİZİK;CEMİL ÇİZİK;AL.ÇİZİK;10;64;6213-11;14;20;8.70;%23;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;4;HADEHANIM;4y k k;DENİZİM-HALENAY/AYABAKAN;60;A.KURŞUN;ŞEREF AĞRI;Ş.AYDEMİR;5;63;277231;28;20;99.95;%15;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;5;KARANURA;5y k k;KARAÜZÜM-AHUNURA/EŞKBAR;60,5;F.ÇETİNBAŞ;MEHMET ALİ YARDIMCI;Y.UÇAR;6;60;7-00000;11;9;57.80;%1;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;6;MY LIFE PLEASURE;5y a k;KAYAYÜREKLİ-GÜLGÜNKIZ/GÜNTAY;59,5;M.S.ÇELİK;HASAN YAVUZEL;CE.POLAT;1;58;172-890;19;15;33.10;%6;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;7;İKİMİZ;6y d k;CANKARDEŞLER-ELMASBİKE/DEVİRHAN;57,5;N.DEMİR;HAYDAR YARDIMCI;Y.UÇAR;9;54;946078;33;6;28.60;%2;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;8;ARKEN TAŞI;4y a k;ATEŞTOPU-DERAY HANIM/ÖZGÜNHAN;53;ER.CANKILIÇ;MEHMET ARSLAN;M.ARSLAN;4;49;780404;8;13;17.40;%3;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;9;GÜLFİLİZ;4y a k;TURBO-TOMRİS HATUN/ATEŞTOPU;52,5;F.S.M.SANSAR;EROL YÜCEL;M.KORKMAZ;13DSTercihli Start;48;512500;13;16;31.20;%1;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;10;TAŞPINAR;7y k k;KAIZBERT (RU)-İDAL SULTAN/CANSÜLO;54;MÜS.ÇELİK;ENVER TOYDEMİR;M.DEMİROL;3;47;8046-06;69;7;17.70;%6;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;11;NERGİSLİK TAY;4y d k;BABA MEVLÜT-TÜLİN/HİSARHAN;50;M.KESKİN;AZİZ KULAK;M.Ş.KILINÇ;2;43;70-0590;21;12;78.65;%3;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;12;BURÇİGİN;4y a k;BURUKMERT-BURUK SHOOW/UÇANBEY;50;M.A.SOLMAZ;ERSİN KÖROĞLU;O.BULUT;8;40;154-709;14;15;1.05;%7;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;13;TUMBUL MÜZEYYEN;4y a k;FATİH AĞA-TUMBUL FUNDA/DEHA;50;İ.AKIN;REŞİT TUMBUL;M.Ş.KILINÇ;15DSTercihli Start;39;29433-1;33;20;20.20;%9;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;14;CAFCAF KIZI;4y a k;FATİH AĞA-CAFCAFLI/ARASLI;50;F.YÜCEL;UĞUR MİZAN;SER.DOĞAN;12;34;00130-0;31;17;120.35;%1;07/05/2026
Ankara;8;18:00;1600;Cim;Handikap;15;PRENSES ANCELİNA;4y k k;TURBO-ANCELİNA/SAĞANAK;50;M.BAYIR;MEHMET ALİ ÇEÇAN;İ.ÇEÇAN;11;29;020076;21;14;34.90;%2;07/05/2026
İzmir;1;17:45;1600;Kum;;1;BASKINSOY;6y k  a;TÜMÖZ BEY-ELABARS/BİLGİN;60;T.YILDIZ;ÖMER DERİN;E.Y.İYİDÖNER;4;87;322816;32;19;13.80;%2;07/05/2026
İzmir;1;17:45;1600;Kum;;2;GÖKÇESTAR;9y k  a;KAIZBERT (RU)-TATLICAN/YELHAN;60;GÖKH.GÖKÇE;TUNCER GÖKÇE;SEY.GÖKÇE;5;93;230411;21;20;5.65;%16;07/05/2026
İzmir;1;17:45;1600;Kum;;3;İTAATSİZ;5y k  a;MADRABAZ-CARTANO/HABERBATUR;60;N.AVCİ;ERSAN ÜLDES;Ş.ÖZDENİZ;8DSTercihli Start;90;631741;17;20;7.40;%18;07/05/2026
İzmir;1;17:45;1600;Kum;;4;TABİP;7y k  a;ÖZHABER-RÜZGARLI NEHİR/TIGRES LIGHT (US);57;A.MEH.ALTIN;ÖZGÜR ÇİÇEK;H.DURMUŞ;2;99;342333;27;17;2.35;%19;07/05/2026
İzmir;1;17:45;1600;Kum;;5;VARLIK EFESİ;5y k  a;YILMABAŞAR-HANEDAN/HALİD;60;M.M.BİLGİN;MUHSİN KAĞDARIÇ;Y.ARSLANCA;1;89;4-91421;16;20;22.60;%32;07/05/2026
İzmir;1;17:45;1600;Kum;;6;DEMİR NİHAT;8y a  a;GÜRGÖKÇE-NAKİYE/İZBATUR;56;K.TOKAÇOĞLU;GÖKHAN ERDOĞAN;H.KURT;3;91;12123-3;9;17;3.90;%11;07/05/2026
İzmir;1;17:45;1600;Kum;;7;TURBO KING;5y a  a;TURBO-KIVILCIM/ÖZGÜNHAN;52;R.KETME;CAN ERBAK;A.AYDOĞAN;7;79;574569;19;14;7.55;%1;07/05/2026
İzmir;1;17:45;1600;Kum;;8;BABA ERTÜRK;6y k  a;ERTÜRK-TURBO SERRA/TURBO;53;Ö.F.ÖZEN;BURAK SÖKMEZ;S.C.GÖZÜNGÜ;6;70;42812-0;12;18;4.95;%1;07/05/2026
İzmir;1;17:45;1600;Kum;;9;HALAY;8y a  a;GELİBOLU-BİLGEAT/YALAZ;56;A.KÜRÜNDÜK;ZAFER COŞGUN;R.YILDIZ;9DSTercihli Start;75;770556;246;8;19.70;%1;07/05/2026
İzmir;2;18:30;2100;Kum;;1;ÇUBUKLU;4y a  a;TAYKUT-HAZİRANKIZI/ATAK;60;O.ÖZTÜRK;BARIŞ KARAGÖZ;A.ÖCAL;5;38;395303;13;15;66.15;%5;07/05/2026
İzmir;2;18:30;2100;Kum;;2;KAPTANPAŞALI;4y a  a;TAYKUT-DOLUDİZGİN/YAŞARCIK;56;R.KETME;MUZAFFER TENEKECİ;S.C.GÖZÜNGÜ;2;51;364222;12;19;1.05;%68;07/05/2026
İzmir;2;18:30;2100;Kum;;3;KURUŞUN GÜCÜ;4y k  a;SERDÜMEN-YILIŞIK/RİKARDO;56;K.YILMAZ;MUSTAFA ŞİŞMAN;HÜS.KARABULUT;4;38;33-6321;14;20;39.65;%5;07/05/2026
İzmir;2;18:30;2100;Kum;;4;HAREMLİ KIZ;4y a k;TAYKUT-HAREM/HABERKAN;55;H.Y.ÜNVER;EMİNE ALTIN;HAK.ASLAN;9;57;124645;14;16;19.80;%3;07/05/2026
İzmir;2;18:30;2100;Kum;;5;KÜLÜNÇ AĞASI;4y a  a;FATİH AĞA-MANTARCI/ALKURUŞ.13;55;A.MEH.ALTIN;NECDET DEMİR;SEY.DEMİR;11DSTercihli Start;39;217667;7;16;79.35;%2;07/05/2026
İzmir;2;18:30;2100;Kum;;6;FIRAT EFE;4y a  a;TANATAR-GÜLTEN ANA/TURBO;55;F.AVCI;ERDEM TURHAN;S.C.GÖZÜNGÜ;12DSTercihli Start;31;038620;14;11;26.45;%1;07/05/2026
İzmir;2;18:30;2100;Kum;;7;HAZARLI ÇOCUK;4y k  a;DEMİRDÖVEN-MAKAY/HALİD;51;M.GÖL;SABAHATTİN TEKDOĞAN;B.TEKDOĞAN;1;35;6-06780;21;14;7.60;%1;07/05/2026
İzmir;2;18:30;2100;Kum;;8;POTRO;4y a  a;BAŞ HÜKÜMDAR-İDLİP ÇOCUKLARI/TURBO;55;M.M.BİLGİN;MEHMET ERCİL;N.GÖNÜLTAŞ;8;16;0-05;14;17;19.80;%3;07/05/2026
İzmir;2;18:30;2100;Kum;;9;HÜKÜMDAR KIZ;4y a k;BAŞ HÜKÜMDAR-LADY HATUN/ÇAĞAN;53;A.KÜRÜNDÜK;ÜMÜT BULUT;M.BULUT;10;36;4-43590;14;15;19.80;%0;07/05/2026
İzmir;2;18:30;2100;Kum;;10;MİRAY ABLA;4y a k;GÜMBÜRGÜMBÜR-YAPRAKHANIM/ODİNHAN;53;B.M.MIRIK;SABAHATTİN TEKDOĞAN;B.TEKDOĞAN;3;57;63-4735;21;16;7.60;%6;07/05/2026
İzmir;2;18:30;2100;Kum;;11;SOSAN YILDIZI;4y a k;PİRSUS-KOŞANSAÇAN/GOBAKBEY;53;O.ATMACA;MUSA SOSAN;HAK.ASLAN;6;48;400062;14;13;23.30;%3;07/05/2026
İzmir;2;18:30;2100;Kum;;12;AYBUGA;4y a k;SERDÜMEN-SABIKAKIZI/CAŞ;56;İ.S.SÖĞÜT;AYSEL BAYDAN;E.C.BAYDAN;7;29;433353;14;17;56.70;%2;07/05/2026
