Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
İzmir;3;19:00;2000;Kum;Handikap;1;DRAGON OF SONG;3y a  d;VOODOO SONG (USA)-ALTALİH/DIVINE LIGHT* (JPN);59;Ö.F.ÖZEN;ENGİN ATEŞLER;S.Z.A.MİNASOĞLU;10;42;6-23123;39;18;15.70;%17;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;2;KAFKASYA BEYİ;3y d  e;MY FREEDOM-HAVVANUR/MOUNTAIN CAT (USA);60,5;U.İRTİŞ;BURHAN ŞEN;A.ŞEN;9;41;357506;165;14;25.50;%1;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;3;MADAM ANAHİT;3y d  d;BODEMEISTER (USA)-BALLERENA BLISS (USA)/BELLAMY ROAD (USA);58,5;A.MEH.ALTIN;OĞUZHAN ÖZŞAHİN;SEY.DEMİR;6;41;7134;19;18;15.10;%13;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;4;PERFECT;3y k  d;GRAYSTORM-SERADUSH/BUSHRANGER (IRE);60,5;O.ATMACA;EREN ATALAN;FAH.CEYLAN;3;41;331245;19;17;9.60;%5;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;5;BRAVE KAAN;3y d  d;NATIVE KHAN (FR)-BRAVE SOUL/LUXOR;60;B.M.MIRIK;HAKAN SANER;T.VATANSEVER;7;40;8-51543;12;17;5.65;%5;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;6;BURNING HEART;3y d  e;NATIVE KHAN (FR)-LOVING YOU/EAGLE EYED (USA);59,5;N.AVCİ;YELİZ BAL;E.ATEŞ;2;39;5-21457;7;17;6.25;%12;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;7;KRAL AYVALIK;3y d  e;VOODOO SONG (USA)-İKİBAKİ/YONAGUSKA (USA);59,5;K.TOKAÇOĞLU;YİĞİT AKIN;Ü.BOZKURT;1;39;226-450;12;15;5.00;%6;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;8;TAŞDEMİR;3y d  e;TIGER MOTH (IRE)-ELEVATED/THREE VALLEYS (USA);56;M.TEKPETEK;BEKİR CANPOLAT;O.TAŞDEMİR;4;38;232515;30;19;3.55;%8;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;9;RÜZGARIN SESİ;3y d  e;PAPA CLEM (USA)-TORUNUM ASYA/BIN AJWAAD (IRE);59;M.M.BİLGİN;İRFAN BERBEROĞLU;A.AYDOĞAN;5;38;55-3321;27;20;17.00;%20;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;10;ILGAZ WIND;3y d  d;KINOWA-ÇIĞ/LION HEART (USA);58,5;T.YILDIZ;MUSTAFA SAFRAN;S.ÇELİKMAN;8;37;767513;28;19;37.10;%10;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;11;BLUEBACK;3y d  e;PAPA CLEM (USA)-SHOW ME THE SPEED/DIVINE LIGHT* (JPN);55,5;R.KETME;H.TARIK DİKENCİK;HAK.ASLAN;11;37;551644;6;17;3.85;%4;07/05/2026
İzmir;3;19:00;2000;Kum;Handikap;12;LA MANO DE DİOS;3y d  e;BATTLEGROUND (USA)-MARCATOBIANCA/HELIOSTATIC (IRE);57;H.ŞİMŞEK;DEMET TEKİN;M.AKKUŞ;12DSTercihli Start;34;557407;14;7;19.40;%1;07/05/2026
İzmir;4;19:30;1100;Kum;;1;ALTIN;3y a  d;ALTINCI HİS-ESMERGÜL/HÜRBATUR;54;A.MEH.ALTIN;MEHMET BİRDEN;S.C.GÖZÜNGÜ;12;;2;14;19;9.65;%20;07/05/2026
İzmir;4;19:30;1100;Kum;;2;RÜZGAR İZİ;3y a  d;AFRİKAANDER-ZEYNEBİM/DEMİRKIR;57;M.GÖNÜLTAŞ;ORHAN DURMUŞ;O.TAŞDEMİR;8;;2;14;19;7.90;%31;07/05/2026
İzmir;4;19:30;1100;Kum;;3;AYSERA HATUN;3y d  d;KURTEL-BELCEKIZ/ŞÖVALYE;55;N.AVCİ;MUSTAFA AMAÇ;S.C.GÖZÜNGÜ;2;;4;14;19;4.10;%11;07/05/2026
İzmir;4;19:30;1100;Kum;;4;BERRUNAZ;3y a  d;GÜMBÜRGÜMBÜR-HANCIKIZI/SARRAF;53;S.AKŞIN;ALİ KÖŞGER;B.ÖZGÜR;1;;;;20;19.75;%2;07/05/2026
İzmir;4;19:30;1100;Kum;;5;DENİZOVA;3y a  d;ALTINCI HİS-ENFES/ALAZ;52;R.KETME;MARGARET LOGIE SMITH BAYDAN;B.ÖZGÜR;5;;63;14;18;7.90;%10;07/05/2026
İzmir;4;19:30;1100;Kum;;6;EFSANEVİTAY;3y k  d;KAFKASLIEFSANESİ-HANIMCIM/KOŞANEFE;52;Ö.F.ÖZEN;AZİZE KAYA;M.Y.YILDIRIM;7;;78;14;18;11.75;%1;07/05/2026
İzmir;4;19:30;1100;Kum;;7;EGESUM;3y a  d;ADALETLİKASIRGA-İLBENGÜ/ALTAHA;55;İ.S.SÖĞÜT;MEHMET ALİ ÇEVİK;M.KARACA;10;;;;20;9.65;%4;07/05/2026
İzmir;4;19:30;1100;Kum;;8;ŞAHİN MELTEM;3y k  d;ŞAHİNTER-KIZIMMELTEM/BİLGİN;55;O.ATMACA;SELİM KAYA;SERH.YILDIRIM;3;;5;14;19;4.35;%3;07/05/2026
İzmir;4;19:30;1100;Kum;;9;TATÜTA;3y k  d;KIŞLALI-KURALSIZ/SABURAY;55;M.M.BİLGİN;FARUK ATEŞ;M.KAYA;4;;7;14;19;19.75;%6;07/05/2026
İzmir;4;19:30;1100;Kum;;10;VAHŞİ KRALİÇE;3y a  d;GELİBOLU-ELDANS/EFEM;55;M.ÇİÇEK;ADİL TURAN;K.TURAN;6;;5;13;19;3.20;%7;07/05/2026
İzmir;4;19:30;1100;Kum;;11;GAYEMSİN;3y d  d;FARUKİ-EVREKA/AKMERT;55;A.KÜRÜNDÜK;ÖZGÜR ERİNÖZ;A.ÖKSÜZLER;11;;9;7;19;217.65;%0;07/05/2026
İzmir;4;19:30;1100;Kum;;12;ZORLU HAYAT;3y a  d;SERDÜMEN-KUTLU KIZ/YILDIZOĞLU;55;B.M.MIRIK;İ.SUAT KUTLU;K.ŞENGEL;9;;7;10;19;19.75;%4;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;1;KIZILIŞIK;6y d  a;MSHAWISH (USA)-LOVINGLY (USA)/BLUEGRASS CAT (USA);60;K.YILMAZ;RECEP AVŞAR;HÜS.KARABULUT;6;83;647262;24;18;105.55;%8;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;2;CANENCAN;5y d  a;CEMCEM-PANIGALE/VICTORY GALLOP (CAN);60;A.MEH.ALTIN;ETHEM FİLİZDAYILAR;Ş.ÖZDENİZ;1;81;222225;7;18;7.50;%13;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;3;LORD PROTECTOR;5y d  a;PRESERVATIONIST (USA)-SALUTE REGINA (USA)/SALUTE THE SARGE (USA);62;B.M.MIRIK;BAHRİ ÇABUK;HAK.EL;9DSTercihli Start;81;540633;16;15;43.95;%10;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;4;VICTORY MARSEILLE;4y d k;GRAYSTORM-AY İNCİSİ/KANEKO;60,5;M.M.BİLGİN;AHMET GÜZELOCAK;T.VATANSEVER;3;80;0-12121;46;20;12.55;%21;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;5;BERİD;5y a  a;NATIVE KHAN (FR)-AYSULTAN/MUJTAHID (USA);58,5;O.ATMACA;ZAFER GEZİCİ;S.ŞAHYAZICI;10DSTercihli Start;74;684266;19;12;52.75;%4;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;6;GROUND;4y a  a;LION HEART (USA)-GROUND SHAKER/GRAND EKINOKS;56,5;GÖKH.GÖKÇE;TUNCER GÖKÇE;SEY.GÖKÇE;7DSTercihli Start;72;346359;14;15;5.60;%5;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;7;BOARDING PASS;5y d  a;MENDIP (USA)-CARAMEL/ROYAL ABJAR (USA);54,5;K.TOKAÇOĞLU;METİN ÇETİNKAYA;L.BERKOL;5;66;155424;14;17;13.15;%8;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;8;KING ÇAĞDAŞ;5y d  a;EUPRHATES (USA)-GHOST MOUNTAIN/MOUNTAIN CAT (USA);52;Ö.F.ÖZEN;ÇAĞDAŞ ÖZ;M.A.PAKEL;8DSTercihli Start;65;264-630;14;13;1.10;%5;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;9;LETS LOVE;4y k k;TRAPPE SHOT (USA)-DAWN DEW (GER)/MONTJEU (IRE);52,5;N.AVCİ;ÖVGÜ BARLAS;S.C.GÖZÜNGÜ;2;64;55-0121;25;20;15.05;%22;07/05/2026
İzmir;5;20:00;1900;Kum;Handikap;10;ÇEPNİ;3y d  e;BATTLEGROUND (USA)-HEAVEN'S HELP (USA)/ROYAL ACADEMY (USA);47;T.YILMAZ;NURİ KAYA;C.T.KÖSE;4;61;364157;26;18;263.90;%5;07/05/2026
İzmir;6;20:30;1600;Kum;;1;QUEEN SEV;3y d  d;BLUEGRASS CAT (USA)-NURAY SULTAN/TOROK (IRE);57;R.KETME;ASLAN SAVAŞAN;A.AYDOĞAN;1;67;321312;35;19;2.95;%36;07/05/2026
İzmir;6;20:30;1600;Kum;;2;ROSİLDA;3y a  d;CEMCEM-FANCYCHANCY/AVANGARD (IRE);54;K.YILMAZ;A.EFE KANMAN;S.ŞAHYAZICI;6;39;365455;25;17;31.75;%2;07/05/2026
İzmir;6;20:30;1600;Kum;;3;TIZ A BELLA;3y d  d;TIZWAY (USA)-RUN FOR VICTORY/VICTORY GALLOP (CAN);55;Ö.F.ÖZEN;CÜNEYT İŞÇİ;Y.AKKILIÇ;7;63;223331;19;20;7.40;%31;07/05/2026
İzmir;6;20:30;1600;Kum;;4;WAR STORM;3y d  d;BATTLEGROUND (USA)-STORMBELL/UNACCOUNTED FOR (USA);58;M.ÇİÇEK;TUNCAY YILMAZ;R.YILDIZ;4;51;51541;19;20;4.90;%15;07/05/2026
İzmir;6;20:30;1600;Kum;;5;YİĞENİM NEHİR;3y d  d;AFTER MARKET (USA)-STELLA MIA/UNACCOUNTED FOR (USA);55;H.ŞİMŞEK;ALİ ÇELİK;Ş.ÇELİK;8;58;76-4302;25;14;6.10;%11;07/05/2026
İzmir;6;20:30;1600;Kum;;6;PİYASA;3y d  d;MARCAVELLY (USA)-KEYSE TUGEN/INDIGO RED (GB);55;A.KÜRÜNDÜK;FEDAİ KAHRAMAN;Y.TALUK;3;41;615438;12;16;2.20;%2;07/05/2026
İzmir;6;20:30;1600;Kum;;7;HOLY;3y k  d;CEMCEM-HOLY OF THEIA (GB)/MAKFI (GB);55;B.M.MIRIK;ANNABELLA SPONZA TIRPANÇEKER;Ş.ÖZDENİZ;5;42;136;70;18;8.50;%2;07/05/2026
İzmir;6;20:30;1600;Kum;;8;ŞEKER PİRAYE;3y d  d;MENDIP (USA)-AWESOME APHRA (USA)/AWESOME AGAIN (USA);54;A.MEH.ALTIN;HÜLYA COŞKAN;E.AYHAN;2;40;216-44;12;17;20.55;%1;07/05/2026
İzmir;7;21:00;1900;Kum;;1;JUNIOR BAŞKAN;4y d  a;MARCAVELLY (USA)-STORMBELL/UNACCOUNTED FOR (USA);59;Ö.F.ÖZEN;TUNCAY YILMAZ;R.YILDIZ;5;84;145314;27;19;6.75;%37;07/05/2026
İzmir;7;21:00;1900;Kum;;2;LA BOMBONERA;6y k  a;WIN RIVER WIN (USA)-GOLDEN OK/OKAWANGO (USA);55;A.MEH.ALTIN;ULAŞ GÖKÇE;SEY.GÖKÇE;3;78;2353-14;19;19;13.95;%11;07/05/2026
İzmir;7;21:00;1900;Kum;;3;CAN SADİ;4y d  a;TIZWAY (USA)-FAIRY FAST/LION HEART (USA);57;O.ATMACA;SADİ KIR;C.YILDIRIM;4;75;1936-71;19;20;4.20;%9;07/05/2026
İzmir;7;21:00;1900;Kum;;4;MANDACAN;7y d  a;SMART ROBIN (JPN)-MOLINARA/VICTORY GALLOP (CAN);57;T.YILDIZ;CEM SOYDAN;Ü.BÖLEK;2;62;857253;12;16;3.05;%6;07/05/2026
İzmir;7;21:00;1900;Kum;;5;MUCHACHO;4y d  a;VICTOIRE PISA (JPN)-SARIŞINIM/KANEKO;56;B.M.MIRIK;GÜRHAN Ş. ÖZBELGE;Ş.ÖZDENİZ;7;78;56-3264;21;15;1.65;%13;07/05/2026
İzmir;7;21:00;1900;Kum;;6;RED STORM;4y a  a;LION HEART (USA)-OLGO/BIN AJWAAD (IRE);52;K.YILMAZ;ULAŞ GÖKÇE;SEY.GÖKÇE;6;84;3-52253;21;17;13.95;%22;07/05/2026
İzmir;7;21:00;1900;Kum;;7;YAMATAİ;6y d k;FAST 'N' FAMOUS (AUS)-WISH A MOON/RED BISHOP (USA);53;H.Y.ÜNVER;AYSEL BAYDAN;E.C.BAYDAN;1;67;253470;132;15;9.70;%1;07/05/2026
İzmir;8;21:30;1100;Kum;;1;ERGİDEN;3y k  e;AYABAKAN-BELENKIZ/ANKA;54;Ö.F.ÖZEN;UFUK KURTLAR;S.YUDUM;12DSTercihli Start;;2;21;19;12.50;%57;07/05/2026
İzmir;8;21:30;1100;Kum;;2;ÇERKES ENVER;3y a  e;BERKSOY-SIRMAANA/ZİGANA;51;S.AKŞIN;AYHAN AKTAŞ;R.YILDIZ;10;;4;21;19;26.15;%6;07/05/2026
İzmir;8;21:30;1100;Kum;;3;ÇILGINDAĞ;3y a  e;ATMACA BEYİ-ŞENPAL/ŞENTAY;54;O.KIZILDAŞ;SEZGİN GÖKÇE;H.DURMUŞ;6;;5;7;19;119.65;%1;07/05/2026
İzmir;8;21:30;1100;Kum;;4;GUREGH;3y k  e;KAYAYÜREKLİ-SABIRLIKAYA/OĞUZ KAAN;55;B.M.MIRIK;AZİZE KAYA;M.Y.YILDIRIM;4;;64;9;18;38.05;%6;07/05/2026
İzmir;8;21:30;1100;Kum;;5;HIRÇIN DADAŞ;3y d  e;DEHA-POLEN/TARKANER;55;M.M.BİLGİN;MELAHAT BAGUÇ;H.KURT;11DSTercihli Start;;47;11;18;52.35;%8;07/05/2026
İzmir;8;21:30;1100;Kum;;6;REAL VİCTORY;3y a  e;GÜMBÜRGÜMBÜR-TATLI HABER/HABERBATUR;55;T.YILDIZ;NİHAT DERİN;O.AKTAŞ;5;;4;7;19;20.40;%3;07/05/2026
İzmir;8;21:30;1100;Kum;;7;RÜZGAR VEYSEL;3y k  e;AFRİKAANDER-NAZLI GELİN/HABERBATUR;55;M.M.KARABULUT;EMİNE ALTIN;HAK.ASLAN;8;;5;7;19;49.25;%1;07/05/2026
İzmir;8;21:30;1100;Kum;;8;KAYANİLİM;3y d  d;GÜMBÜRGÜMBÜR-NİLİM/KAFKASLI;53;O.ATMACA;SELİM KAYA;SERH.YILDIRIM;9;;55;14;18;20.40;%2;07/05/2026
İzmir;8;21:30;1100;Kum;;9;FAHRİ BABA;3y a  e;GÜMBÜRGÜMBÜR-UÇANDİVA/UÇANOĞLU;55;GÖKH.GÖKÇE;VOLKAN KAVAS;SEY.GÖKÇE;1;;8;21;19;1.05;%3;07/05/2026
İzmir;8;21:30;1100;Kum;;10;BOZKIR RÜZGARI;3y k  e;ÖZHABER-SİYAH ALTIN/KARA YAĞIZ;55;M.ÇİÇEK;FADIL BAYDAN;E.C.BAYDAN;2;;6;7;19;59.80;%7;07/05/2026
İzmir;8;21:30;1100;Kum;;11;YAZIRBEYİ;3y a  e;ANKA-CEZA/YAVUZCA;51;M.GÖL;NURİ KAYA;C.T.KÖSE;7;;7;7;19;10.60;%1;07/05/2026
İzmir;8;21:30;1100;Kum;;12;MR ALAÇAT;3y a  e;MERTADAM-OZANGÜL/UFUKBİR;55;H.ŞİMŞEK;ALİ ATAŞ;S.ÇELİKMAN;3;;9;7;19;44.05;%0;07/05/2026
İzmir;8;21:30;1100;Kum;;13;BABA KUNTER;3y d  e;BABA MEVLÜT-VENÜSÜN KIZI/AYABAKAN;55;N.AVCİ;ERKAN BAL;E.ATEŞ;13DSTercihli Start;;7;7;19;12.30;%5;07/05/2026
