Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
İstanbul;1;17:15;1200;Cim;Handikap;6;PRENS EGE;3y d  e;KLIMT (USA)-TİKİ TAKA/OUTSTRIP (GB);55;A.YILDIZ;AYDIN ÜSTÜNDAĞ;E.USLU;4;44;1-74;16;18;;;08/05/2026
İstanbul;1;17:15;1200;Cim;Handikap;7;SKY CRUISE;3y d  e;GÜNGÖR BABA-GABRIEL/SHINING WOLF;54;M.S.ÇELİK;EYYÜP AYDINLIKTA;SEN.ŞEN;1;42;719423;14;16;;;08/05/2026
İstanbul;1;17:15;1200;Cim;Handikap;8;SHADOW;3y d  e;LUXOR-SOLO GİTAR/TOROK (IRE);52;E.AKTUĞ;SİNAN AKKUŞ;A.ÖCAL;8;38;5516;14;19;;;08/05/2026
İstanbul;1;17:15;1200;Cim;Handikap;9;GLONASS;3y d  e;RULER OF THE WORLD (IRE)-DANDY STORY (IRE)/DANDY MAN (IRE);51;A.ASLAN;ENDER COŞGUNSU;GÜV.GÖKÇE;2;36;635228;7;18;;;08/05/2026
İstanbul;1;17:15;1200;Cim;Handikap;10;WILDBERRY;3y a  d;TOUCH THE WOLF-MASMAVİ/LION HEART (USA);50;R.YILDIZ;ENDER COŞGUNSU;GÜV.GÖKÇE;3;10;0009;30;16;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;1;KING;2y d  e;MENDIP (USA)-MONTA TAMARA/LUXOR;57;H.ÇİZİK;SELÇUK ACAR;Ö.GÜNELİ;7;;3;21;19;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;2;LEONTES;2y d  e;BODEMEISTER (USA)-AMETİST/POWERSCOURT (GB);57;M.KAYA;SELİN ERDEMİRCİ;MUR.AKKILIÇ;6;;6;21;19;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;3;RAZENOID;2y d  e;BATTLEGROUND (USA)-KARATECİ EYLÜL/CARDINAL PIONEER;57;E.AKTUĞ;EBRU KARGIN;TU.TURAN;5;;7;21;19;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;4;SHAO KAHN;2y a  e;NATIVE KHAN (FR)-İREM SU/LION HEART (USA);57;A.KURŞUN;FAKİ ARDA ÖZLEN;İB.B.OĞULLARI;8;;;;20;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;5;SOLID TIME;2y d  e;AUTHORIZED (IRE)-KATSUYA/KANEKO;57;O.AKGÖNÜL;SEMİH KATI;MER.KORKMAZ;4;;;;20;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;6;SECRET;2y d  d;SATONO ARES (JPN)-UMAY/AKINDAYIM (IRE);55;M.S.ÇELİK;ENGİN ATEŞLER;BAY.GÜL;1;;;;20;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;7;SPEED QUEEN;2y d  d;KANEKO-HOPEFUL/PLEASANTLY PERFECT (USA);55;A.YILDIZ;GÜLİZAR YANIK;M.DOLAK;3;;2;21;19;;;08/05/2026
İstanbul;2;17:45;800;Cim;Maiden;8;VICTORY;2y d  d;TIZWAY (USA)-EASY COME EASY GO/MOUNTAIN CAT (USA);55;E.ÇİZİK;BÜLENT DEMİR;H.DOLMAZ;2;;3;12;19;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;1;MASTERPIECE;5y d  g;ZARAK* (FR)-FALABALA (GB)/NAYEF (USA);59;Ö.YILDIRIM;ALİ RIZA ÇELİKOĞLU;U.BİLİK;4;97;4613-41;14;20;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;2;ALYCONE;6y d  a;SCARFACE-PETIT KURT (IRE)/FASTNET ROCK (AUS);57;A.KURŞUN;Y.ERKUT ERSEVER;C.TURAN;2;95;53306-5;14;15;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;3;HARDOLD;5y d  a;TOROK (IRE)-WENONA/LION HEART (USA);57;E.AKTUĞ;HARUN KAHRAMAN;C.TURAN;5;89;079169;12;18;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;4;MISTER PROTEO;6y a  a;THREE VALLEYS (USA)-STELLA MIA/UNACCOUNTED FOR (USA);57;A.SÖZEN;HAKAN S. ÖZCAN;B.KAÇMAZ;1;89;13218-3;118;18;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;5;ESCAPE PATH;4y a  a;EUPRHATES (USA)-BAHTIYARLI/TOROK (IRE);56;H.KARATAŞ;MAHMUT CANLIKA;MAH.BAYKARA;6;94;2357-24;14;16;;;08/05/2026
İstanbul;3;18:30;1900;Cim;;6;VAHŞİ;4y a  a;BAWIKAL-QUENN LALA/DR FONG (USA);56;B.BEKTAŞ;MAHMUT CANLIKA;MAH.BAYKARA;3;55;35-0006;14;12;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;1;SANPMAN;5y a  a;ARTOS-TEK DİŞİ/GOBAKBEY;60;M.BAĞ;HALİL YILDIZ;AT.GÖKÇE;9;75;000062;14;9;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;2;GÜROBASI;7y k  a;AYABAKAN-KIZILGÜNEŞ/TAMERİNOĞLU;61,5;A.YILDIZ;SUAT BAYBURAN;T.BİRİCİK;8;72;463650;5;13;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;3;CEMHAN;4y a  a;BAŞ HÜKÜMDAR-TUTKUMUZ/KIRIMHAN;60;H.KARATAŞ;CEM KARTAL;F.GÖNÜLTAŞ;10DSTercihli Start;71;4-65119;21;19;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;4;MEHMETGİLLER;4y k  a;ARTOS-SÖNMEZ ATEŞ/EMİROĞLU;59,5;A.ÇELİK;İSMET TEKİNALP;İS.TEKİNALP;6;70;133-704;12;15;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;5;BÜYÜK MACELAN;5y a  a;ÖZGÜNHAN-NECİBE/HİSARHAN;60;E.AKTUĞ;GÖKHAN ALVEROĞLU;Y.DEMİRKIRAN;3;69;110-080;10;16;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;6;MİRZA BEY;5y a  a;ONURKAANIM-ÖZLENEN GÜL/ÖZLENENTAY;59;M.S.ÇELİK;HÜSEYİN KÖKLÜ;HAS.ALTUNBAŞ;7;67;3-23535;14;17;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;7;KÜÇÜK MİRZA;5y a  a;HABERKAN-CANAN KIZI/EVREN.1;55;İ.AKIN;SEFER ÜNLÜ;MAH.BAYKARA;5;65;81147-0;27;17;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;8;ATARTAY;4y a  a;TAYKUT-KIYMET HANIM/TOŞUR;50;Y.Ş.GÜMÜŞ;F. NİHAT BURUK;T.YILMAZ;2;46;578167;5;18;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;9;DURUSU BEYİ;5y a  a;DİLİRAN-ALAKIZ/SARUHANAĞA;50;S.AKBULAT;ARDA TEMUÇİN;Z.TEMUÇİN;1;43;55255-8;16;16;;;08/05/2026
İstanbul;4;19:00;1200;;Handikap;10;ZEMBEREK;5y a  a;DİLİRAN-TUNÇKANAT/ODİNHAN;50;HAK.YILDIZ;FATİH HAYIRLIOĞLU;Y.DEMİRKIRAN;4;42;707724;16;12;;;08/05/2026
İstanbul;5;19:30;1300;;;1;ÇOKOMEL;3y d  d;BATTLEGROUND (USA)-EDINBURGH/PRESSING (IRE);58;A.KURŞUN;SONER SÖKMEN;C.TURAN;5;61;481411;9;20;;;08/05/2026
İstanbul;5;19:30;1300;;;2;DAELLA;3y d  d;ROMANISED (IRE)-TRULLY BLESSED (FR)/STREET SENSE* (USA);58;S.KAYA;ŞEYDA ERCAN;A.TEPEBAŞI;3;67;181226;21;18;;;08/05/2026
İstanbul;5;19:30;1300;;;3;HAMA DESTINATION;3y d  d;TOROK (IRE)-MILADY (GB)/SHAMARDAL (USA);55;A.SÖZEN;SOLAIMAN IRHAIM;Y.ARHIM;6;56;527120;21;18;;;08/05/2026
İstanbul;5;19:30;1300;;;4;AGATHA;3y d  d;TOROK (IRE)-AMEILA/KANEKO;54;A.YILDIZ;YÜKSEL GÖKTÜRK;H.BOYRAZ;1;80;1313;224;19;;;08/05/2026
İstanbul;5;19:30;1300;;;5;LAGUNA;3y d  d;TILSIT (USA)-LAGUNA/WIN RIVER WIN (USA);54;E.AKTUĞ;ENİS EMRE GELGİN;A.KÜÇÜKAKSOY;7DSTercihli Start;39;745-169;48;18;;;08/05/2026
İstanbul;5;19:30;1300;;;6;LEVERO;3y k  d;NATIVE KHAN (FR)-SOUL SILVER (IRE)/DRAGON PULSE* (IRE);54;M.S.ÇELİK;V.İBRAHİM ARACI;C.AKGÜL;2;42;1;84;20;;;08/05/2026
İstanbul;5;19:30;1300;;;7;VICTORY LANE;3y d  d;VICTORY GALLOP (CAN)-CANYAKAR (IRE)/INTENSE FOCUS (USA);54;H.KARATAŞ;BARAN D. CEMİLOĞLU;H.HARMANBAŞI;4;50;173-602;16;15;;;08/05/2026
İstanbul;6;20:00;2100;;KV;1;RÜZGARDAHAN;7y k  a;YAKUPBEY-ÇIĞIRTKAN/HALİD;63;S.KAYA;ŞEYDA ERCAN;A.TEPEBAŞI;6;102;231116;47;20;;;08/05/2026
İstanbul;6;20:00;2100;;KV;2;KENT RÜZGARI;5y a  a;HABERKAN-ŞUBATINKIZI/ŞENTAY;62;A.KURŞUN;MUSTAFA ŞEFKAT;M.ŞEFKAT;1;96;111220;8;18;;;08/05/2026
İstanbul;6;20:00;2100;;KV;3;AKBELHAN;5y a  a;BESLENEY-YETENEKLİ/AYABAKAN;60;E.AKTUĞ;İBRAHİM YALÇIN;H.HARMANBAŞI;7;80;358722;7;19;;;08/05/2026
İstanbul;6;20:00;2100;;KV;4;DAŞ FATİH;5y k  a;TAMERİNOĞLU-SEVNUR/AĞA KARACA;60;A.YILDIZ;SERKAN YILDIZHAN;Y.DEMİRKIRAN;3;99;6-11636;5;20;;;08/05/2026
İstanbul;6;20:00;2100;;KV;5;JAFAR;6y k  a;KURTEL-ÇEVİKNAZ/ÖZGÜNHAN;60;H.ÇİZİK;ABDİ ARSLAN;R.SUNA;2;94;002853;5;12;;;08/05/2026
İstanbul;6;20:00;2100;;KV;6;KARİZMATİK;6y k  a;ÖZHABER-ÇALIÇİÇEĞİ/ALTAHA;60;A.SÖZEN;MEHMET ALİ AKDAĞ;H.DURMUŞ;4;99;441217;5;19;;;08/05/2026
İstanbul;6;20:00;2100;;KV;7;PLATFORM;5y k  a;ÖZGÜNHAN-ANCELİNA/SAĞANAK;60;A.ÇELİK;AHMET ŞAHİN;İ.ÇEÇAN;8DSTercihli Start;93;356-030;13;14;;;08/05/2026
İstanbul;6;20:00;2100;;KV;8;YENİBEY;4y d  a;TAYKUT-KARABELGİN/BİLGİN;57,5;H.KARATAŞ;AYŞEGÜL HAYMANA;GÖK.GÖKÇE;5;85;116121;13;20;;;08/05/2026
İstanbul;7;20:30;2100;;KV;1;ASMAR;5y d  a;TOROK (IRE)-ELMASTÜTÜN/UNACCOUNTED FOR (USA);59,5;H.KARATAŞ;ARZU ÖZDEMİR;ORK.ÖZELCANAT;7DSTercihli Start;97;464-133;41;18;;;08/05/2026
İstanbul;7;20:30;2100;;KV;2;BİKATİ;7y d  a;MENDIP (USA)-LADY CHARA/ROYAL ABJAR (USA);59,5;A.ÇELİK;DEMİRHAN YILMAZ;S.BEKTAŞ;4DSTercihli Start;85;415423;30;17;;;08/05/2026
İstanbul;7;20:30;2100;;KV;3;ADDRESS;4y a  a;RUN AWAY AND HIDE (USA)-MUNKHBAT/EL CORREDOR (USA);58;A.KURŞUN;FERHAN YETİŞ;N.DÜNDAR;8DSTercihli Start;93;32-2111;28;20;;;08/05/2026
İstanbul;7;20:30;2100;;KV;4;DATABASE;4y d  a;SUPER SAVER (USA)-YEŞİLMİŞİK/UNACCOUNTED FOR (USA);58;Ö.YILDIRIM;EMRAH AGUN;İB.B.OĞULLARI;6DSTercihli Start;96;31694-5;57;16;;;08/05/2026
İstanbul;7;20:30;2100;;KV;5;LUCERYS;4y d  a;INTELLO (GER)-UMNEEYATEE (AUS)/ENCOSTA DE LAGO (AUS);58;S.KAYA;ŞEYDA ERCAN;A.TEPEBAŞI;5DSTercihli Start;89;26-4211;30;20;;;08/05/2026
İstanbul;7;20:30;2100;;KV;6;PYTHAGOREAN THEORY;4y d  a;TOROK (IRE)-GONDOR/UNACCOUNTED FOR (USA);58;A.YILDIZ;MURAT KAYA;B.AKBULUT;1;96;31-2143;19;18;;;08/05/2026
İstanbul;7;20:30;2100;;KV;7;STAR BLOOD;4y d  a;SMART ROBIN (JPN)-MERZUKA/LION HEART (USA);58;H.ÇİZİK;MEHMET TURNA;E.KARAKÖLEOĞLU;2;76;262-521;16;20;;;08/05/2026
İstanbul;7;20:30;2100;;KV;8;TREASURE ISLAND;4y d  a;AVERY ISLAND (USA)-LOYAL ONE/LION HEART (USA);58;M.S.ÇELİK;CEM ÖZBELGE;İ.TEMEL;3DSTercihli Start;100;0-65737;33;20;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;1;AKALA;2y d  e;ELARQAM (GB)-RIVER OF LOVE/WIN RIVER WIN (USA);57;A.YILDIZ;H.TURGUT ALAKUŞ;T.ŞİT;4;;;;20;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;2;ELSENORDELOSCIELOS;2y d  e;AUTHORIZED (IRE)-GOLD DUST WOMAN (USA)/DISTORTED HUMOR (USA);57;M.S.ÇELİK;İSHAK ŞAHİN;M.DOLAK;3;;3;21;19;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;3;MY;2y d  e;RHYTHM DIVINE-NEOTRIC/FASTNET ROCK (AUS);57;A.KURŞUN;SUAT YILDIZ;C.TURAN;5;;;;20;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;4;RED VICTORY;2y a  e;AGRESIVO (USA)-FATO ANA/BOSPORUS (IRE);57;M.KAYA;REZZAN ÇELİK;A.AVCI;1;;;;20;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;5;ADDISON;2y d  d;AYRTON-MY BIG DREAM/CAPTAIN RIO (GB);55;H.ÇİZİK;MEHMET NUR BECENE;S.BECENE;6;;4;21;19;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;6;ART;2y d  d;APPROVE (IRE)-SARAYLIM/EL CORREDOR (USA);55;G.ÖZÇELİK;CAN ÇAĞRI;GÖK.GÖKÇE;7;;2;21;19;;;08/05/2026
İstanbul;8;21:00;800;Cim;Maiden;7;EASY ON ME;2y a  d;KUZEY KAFKASYALI-SHIBUYA/OCEAN CREST (USA);55;A.ÇELİK;MEHMET ALİ KATI;M.DOLAK;2;;4;12;19;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;1;ŞİMŞEK YELELİ;4y k k;TURBO-TACİSERİM/AYABAKAN;60;A.SÖZEN;SOLAIMAN IRHAIM;Y.ARHIM;9;66;206412;14;19;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;2;KIR;4y a k;KARAÜZÜM-KUMBAĞGÜLÜ/ADANIR;58;M.KAYA;MEHMET KAYA;E.USLU;5;65;411682;9;17;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;3;MEVHİDE HANIM;4y k k;TAMERİNOĞLU-SEVİYE/HABERBATUR;56;HAK.YILDIZ;SUNA ALTINYAPRAK;G.TAŞDELEN;1;39;351386;9;17;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;4;SAKIZ;4y a k;GÜMBÜRGÜMBÜR-ÖZGEYEL/TURBO;56;A.KURŞUN;ERSİN ERDEM;C.TURAN;16DSTercihli Start;64;081530;14;17;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;5;BOLGA;4y a k;UÇANBEY-YİĞİT KIZ/EMİROĞLU;55;A.ÇELİK;V.HAKAN KELEŞ;MUR.AKKILIÇ;3;40;3-100;14;18;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;6;UÇAN ILGIN;4y a k;UÇANOĞLU-ILGININ KIZI/ANADOLU ATEŞİ;55;B.BEKTAŞ;MEHMET EMİN DEMİRKAPU;MAH.BAYKARA;7;31;621537;24;17;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;7;ADİLE HANIM;4y a k;FATİH AĞA-GÖNÜLGÜZELİ/TURBO;51;M.A.ALTUNDAĞ;MEHMET UÇAR;Y.UÇAR;10;50;169-806;27;15;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;8;AL SEHER;4y a k;KAMAN-OCAKBİR/ÖZGÜNHAN;54;G.ÖZÇELİK;DEMİRHAN YILMAZ;S.BEKTAŞ;11;45;736235;9;16;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;9;CABİRE SULTAN;4y k k;GÜMBÜRGÜMBÜR-ZAZU/TAMERİNOĞLU;54;E.AKTUĞ;MUSTAFA YAVUZ PAŞAOĞLU;T.ŞİT;15DSTercihli Start;45;7-30558;14;10;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;10;KARBİR;4y d k;AYABAKAN-PRENSES MONTANA/DEHA;52;Z.KARABULUT;MUSTAFA KAPLAN;Ö.GÜNELİ;14;37;084700;14;14;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;11;KIZIM ATİK;4y k k;BAŞ HÜKÜMDAR-KIZIM DİDEM/KAYAYÜREKLİ;54;E.ÇİZİK;MEHMET EMİN DEMİRKAPU;MAH.BAYKARA;2;41;325040;14;15;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;12;GÖK MİLA;4y k k;KURTÇABEY-BAHTIEVER/ANKA;54;B.ÇETİN;MEHMET NAİM;GÜV.GÖKÇE;8;39;084318;132;19;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;13;ÇİĞDEMİN DENİZİ;4y d k;AYABAKAN-GÜNSARAY/ALTAHA;54;H.ÇİZİK;İZZET BOZKURT;S.KERESTECİ;13;38;1-08005;14;15;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;14;HÜRHANA;4y a k;GÜMBÜRGÜMBÜR-SARI HANDAN/ÖZHABER;54;BERK.GÖKÇE;ALİ NASIROĞLU;M.DEMİRTAŞ;12;28;8-46400;17;13;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;15;CİLVELOY;4y a k;TURBO-TOSGÜL/ODİNHAN;54;A.ASLAN;ONUR OKAN TOPALOĞLU;MAH.BAYKARA;4;34;005000;28;9;;;08/05/2026
İstanbul;9;21:30;1400;Cim;;16;ÇELİKBENGÜ;4y k k;BİÇER-AHUSEL/DEVİRHAN;50;R.YILDIZ;AKIN DEMİR;E.KOCA;6;18;09-9578;46;12;;;08/05/2026
