Hipodrom;Kosu_No;Saat;Mesafe;Pist;Cins;Sira;At_Ismi;Yas_Cinsiyet;Orijin;Kilo;Jokey;Sahip;Antrenor;Start_No;HP;Son_6_Yaris;KGS;S20;Ganyan;AGF;Tarih
Kocaeli;3;18:30;1900;Kum;;2;KING FERİT;3y d  e;AGRESIVO (USA)-SAN MARINO/SRI PEKAN (USA);58;M.ÇİÇEK;İBRAHİM HALİL YILDIZSOY;H.DOLMAZ;3;74;52-3181;15;20;1,85;%52;05/05/2026
Kocaeli;3;18:30;1900;Kum;;3;ROCK FOR EVER;3y d  e;PAPA CLEM (USA)-WINŞAH/WIN RIVER WIN (USA);58;G.ÖZÇELİK;NİHAT HAS;F.GEZİCİ;1;54;442323;8;17;4,85;%11;05/05/2026
Kocaeli;3;18:30;1900;Kum;;4;LA COPA;3y d  d;KLIMT (USA)-ŞANZELİZEM/YONAGUSKA (USA);56;M.M.BİLGİN;AVNİ GÖKKAN;B.YÜKSEL;4DSTercihli Start;61;341251;9;20;3,40;%13;05/05/2026
Kocaeli;3;18:30;1900;Kum;;5;SECRET SAVER;3y a  d;SUPER SAVER (USA)-BUSH DANCER/LUXOR;50+1.30Fazla Kilo;E.KORKMAZ;MURAT TEZER;G.TAŞDELEN;2;29;6-037;41;16;22,25;%1;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;1;OĞUL ÇINAR;4y k  a;TURBO-ILIÇLIM/HORASANLI;61;O.ÖZTÜRK;BARIŞ KARAGÖZ;A.ÖCAL;9;65;415924;15;16;5,05;%14;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;2;KARA AYHAN;4y a  a;GÜMBÜRGÜMBÜR-KARAGÜL/GÜNTAY;56;R.KETME;BEŞİR KAYA;YUS.KAYA;3;61;253861;7;20;1,75;%22;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;3;ÇİÇEK TOHUMU;4y d k;BABA MEVLÜT-YOLBU/BAMKA.3;56+0.30Fazla Kilo;M.M.BİLGİN;MİKAİL ALTIN;S.AKCI;12;55;413092;21;16;4,85;%19;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;4;GÜNMETE;4y d  a;KURTEL-ADIGÜL/TOMANCHIE (US);56;N.AVCİ;MERAL ÖZKAN;D.SAV;11;55;118206;7;16;16,65;%9;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;5;SANCARLI BEY;4y k  a;KUTLUERİNOĞLU-HAN KUTLU/BALIKHAN;53,5+2.00Fazla Kilo;O.YILDIZ;İ.SUAT KUTLU;K.ŞENGEL;8;50;529801;11;20;6,80;%12;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;6;BABA ENİS;4y k  a;ZAHRAN-RENGİNİM/TURBO;50+1.30Fazla Kilo;E.KORKMAZ;M.ASIM ÇÖMLEKÇİOĞLU;Ö.F.TAŞDELEN;10;47;1200-00;74;15;35,20;%1;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;7;BAŞ FEDAİ;4y k  a;TRANSİT-SABAHAN GELİN/BALIKHAN;51+1.70Fazla Kilo;O.ATMACA;MEHMET GÜNDÜZELİ;Y.GÜNDOĞDİ;2;45;535235;7;17;5,85;%14;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;8;KAZDAĞI EFESİ;4y a  a;GÜMBÜRGÜMBÜR-KAZDAĞI GÜZELİ/KARACA.5;50+1.90Fazla Kilo;G.KAYIP;AHMET FAYDALGEL;T.ÇEKİCİ;1;39;53999-0;104;13;40,70;%1;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;9;KAYATEĞİN;4y k  a;YALNIZEFE-YURTGÜL/TURBO;50+1.20Fazla Kilo;B.BÜLBÜL;MEHMET ARSLAN;A.MANTAŞ;6;38;9-731;57;20;13,25;%5;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;11;ELMAPINAR;4y k k;TAMERİNOĞLU-ELA/DEMİRKAZIK;50+1.60Fazla Kilo;Ç.TAŞCI;YANAL ASLAN;AL.ÇİZİK;5;36;043177;21;18;64,15;%1;05/05/2026
Kocaeli;4;19:00;1400;Kum;Handikap;12;GÜMBÜR ŞAH;4y k  a;GÜMBÜRGÜMBÜR-SARIBİRGÜL/CAŞ;50+2.00Fazla Kilo;B.ÇETİN;MEHMET ARSLAN;A.MANTAŞ;7;34;9-60888;21;10;13,25;%1;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;1;ESKİ TOPRAK;6y a  a;TÜMÖZ BEY-TOPRAK KOKUSU/TIKI TORK KU (US);61;A.CEYLAN;MUHANNAD DARAVSHA;FER.ALTIN;13;70;4-20778;28;13;29,35;%2;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;2;SAPANCA AĞASI;4y k  a;TAMERİNOĞLU-FERAH TAY/ÖZGÜNHAN;60,5;A.YILDIZ;BİLAL AVCI;O.BOZYEL;4;69;261211;26;20;3,25;%22;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;3;SEMEND BATUR;5y k  a;SEMEND-NİGARIM/HABERBATUR;60;Ö.F.ÖZEN;BAHADIR YEŞİL;N.DÜNDAR;8;68;137524;10;16;5,40;%14;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;4;YAMAÇ RÜZGARI;5y k  a;TAMERİNOĞLU-AYTUNCA/ARASLI;59;Z.KARABULUT;İZZET BOZKURT;R.KILIÇ;9;66;13-5158;37;18;25,70;%3;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;5;KIRMÜJDE;5y k  a;MADRABAZ-MÜJDEER/YAŞARCIK;57,5;R.KETME;M.ERDİNÇ DÜZARAT;HAY.YILDIRIM;11;65;314-701;14;20;4,65;%13;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;6;KÖKŞUBAR;5y a  a;SAADIN GÜCÜ-ŞENGÖNÜL/KAFKAS ŞAHI;60;G.ÖZÇELİK;CEMALETTİN KOÇ;A.BOZKURT;15;64;339-809;7;11;23,75;%3;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;7;SULTAN NENE;6y k k;TURBO-ÖZDİLBER/ARASLI;61;A.MEH.ALTIN;H.TARIK DİKENCİK;M.ÖZGÜL;3;70;696041;7;20;13,20;%5;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;8;DAMLA SUYU;5y k  a;KURTÇABEY-İLKORU/UMUTBEY;59;K.TOKAÇOĞLU;HASAN TURAN;GÜV.GÖKÇE;6;62;321336;13;17;9,00;%8;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;9;YAĞIZHANBEY;5y d  a;BAHARŞAH-NURMELEK/ALAZ;59;M.ÇİÇEK;DAVUT ARSLANCA;H.R.YEŞİLBUDAK;14;62;008651;18;20;10,15;%9;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;10;YETİM İBRAHİM;5y k  a;SERHANTAY-MEGRİCAN/BAHADIRHAN.1;58;O.EREN;İBRAHİM HALİL KARATAŞ;A.MANTAŞ;7;60;880700;14;12;41,80;%1;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;11;ÇELİKMAVİ;10y a  a;KAIZBERT (RU)-SARALA/SONCAN;54,5+0.30Fazla Kilo;D.KONUK;İSMAİL CANPOLAT;G.TAŞDELEN;2;59;050-003;26;12;24,40;%2;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;12;AVCI OĞLUM;6y k  a;TURBO-ILDIZAY/TAMERİNOĞLU;54,5;Y.Ş.GÜMÜŞ;ŞENOL GÜL;T.ÇEKİCİ;5;59;038794;14;7;18,50;%4;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;13;BALMELDA;8y k k;BALIKHAN-MELDA KIZ/MAGRİP;54,5+1.50Fazla Kilo;O.YILDIZ;FATMA NİLGÜN KUTLU;K.ŞENGEL;1;53;469004;7;13;14,80;%4;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;14;ÖZTAMER;5y k  a;TAMERİNOĞLU-ÖZBAKIR/ALTAHA;53,5+2.00Fazla Kilo;M.M.BİLGİN;ERDEM KÖZLEME;N.DÜNDAR;12;51;303375;14;15;5,70;%10;05/05/2026
Kocaeli;5;19:30;1900;Kum;Handikap;15;DERYADİL;6y d k;HIZLITAY-NİSASU/YELHAN;50+1.60Fazla Kilo;Ç.TAŞCI;SUAT ÇİZİK;AL.ÇİZİK;10;43;05-8800;7;7;54,25;%1;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;1;BOLD RUNNER;3y d  e;KANEKO-DİCOŞ/SUN MUSIC (IRE);58;M.M.BİLGİN;ELİF AKIN;GÖK.GÖKÇE;7;;8;80;19;6,40;%7;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;2;EUROFIGHTER;3y d  e;HAKEEM (USA)-HAYAL/ROYAL ABJAR (USA);55+0.40Fazla Kilo;A.MEH.ALTIN;SONGÜL ŞİMŞEK;N.KAYA;4;31;97-582;11;15;4,95;%11;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;3;MERTİM PEHLİVANIM;3y a  e;FLY BY ME-PARVATİ/VELOCIRAPTOR (GB);58;A.YILDIZ;SABRİ ALTIN;G.TAŞDELEN;2;21;50749;7;15;15,80;%2;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;4;PARSİS;3y k  e;TOMS-OVER FLOWING/LILBOURNE LAD (IRE);54;E.KORKMAZ;KADİR ZAHİ;S.AKCI;6;9;0-0070;11;15;31,85;%0;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;5;PERSONA NON GRATA;3y a  e;SUPER SAVER (USA)-CYNICAL STORM (USA)/SKY MESA (USA);58;K.TOKAÇOĞLU;RECEP AVŞAR;HÜS.KARABULUT;3;;23;15;18;1,35;%63;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;6;PHANTOM RULER;3y a  e;KANEKO-MAVİŞ/CUVEE (USA);58;E.BOZDAĞ;MURAT ÖZCAN;A.ŞIVGIN;5;27;003;27;17;6,10;%10;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;7;QUİEREME;3y a  d;TRAPPE SHOT (USA)-BIG AFRICA/TOCCET (USA);56;B.BÜLBÜL;ERDAL YAVUZEL;AL.ÇİZİK;8DSTercihli Start;27;4-60008;15;12;22,25;%1;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;8;MADORA;3y d  d;BATTLEGROUND (USA)-MANDRANA/MANDURO (GER);56+1.20Fazla Kilo;S.ÖZEN;AHMET KAVRAN;S.YANMAZ;1;10;68-0;115;17;35,15;%1;05/05/2026
Kocaeli;6;20:00;1700;Kum;Maiden;9;MISS CALIFORNIA;3y d  d;SUPER SAVER (USA)-AMERICAN BILLION/UNACCOUNTED FOR (USA);56;G.ÖZÇELİK;EMRAH ORHAN;S.BEKTAŞ;9DSTercihli Start;13;678;41;17;13,55;%4;05/05/2026
Kocaeli;7;20:30;1500;Kum;;1;STAR AHLAS;5y a  a;SIDNEY'S CANDY (USA)-VERY IMPORTED/MARLIN (USA);60,5;M.M.BİLGİN;ABDULLAH AVCI;N.YILDIRIM;2;91;2-48111;34;20;1,80;%36;05/05/2026
Kocaeli;7;20:30;1500;Kum;;2;ARAMİTH;4y d  a;BODYGUARD HERO (USA)-KARAMELEK (USA)/STUDENT COUNCIL (USA);60;A.YILDIZ;ÜMİT AKTAŞ;A.TEKDEMİR;5;69;411135;13;18;10,40;%5;05/05/2026
Kocaeli;7;20:30;1500;Kum;;3;CESİ AFFETMEZ;6y a  a;PRESENT PERFECT-ARRIVATA/COSSACK GUARD (USA);57,5;S.ÖZEN;SEDAT YILDIZ;F.GARZAN;6DSTercihli Start;89;27-6715;25;19;10,05;%7;05/05/2026
Kocaeli;7;20:30;1500;Kum;;4;CHAIRMAN;8y d  a;MENDIP (USA)-SARAJEVO/OKAWANGO (USA);53,5;Ö.F.ÖZEN;ERKUL ÖCAL;R.SUNA;8DSTercihli Start;91;22223-1;21;20;3,05;%26;05/05/2026
Kocaeli;7;20:30;1500;Kum;;5;LION PEKAN;5y d  a;TIZWAY (USA)-YASEMİN KIZ/MUJTAHID (USA);56,5;N.AVCİ;MUZAFFER TEZER;R.SUNA;7DSTercihli Start;92;4496-85;14;13;9,15;%7;05/05/2026
Kocaeli;7;20:30;1500;Kum;;6;SUPER CHIRON;5y k  a;GRAYSTORM-HECTORINE/KANEKO;56,5;O.ATMACA;YUSUF EREN AKSU;HÜS.KARABULUT;4;86;6751-72;8;18;14,45;%4;05/05/2026
Kocaeli;7;20:30;1500;Kum;;7;LOVİBOND;4y d  a;PAPA CLEM (USA)-KOCA HATUN/HAKEEM (USA);56+0.20Fazla Kilo;E.AKTUĞ;SAVAŞ AĞAR;S.SÜSLÜ;1;84;1-45447;56;16;4,70;%15;05/05/2026
Kocaeli;7;20:30;1500;Kum;;8;STAR MY BEST;4y d  a;APPROVE (IRE)-TAWAFEEG (USA)/BERNARDINI (USA);56;E.BOZDAĞ;MAZLUM TURAN;TU.TURAN;3;73;366-170;89;18;36,50;%1;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;1;CROWNED;5y d  a;BODEMEISTER (USA)-FLY WINGS/STRIKE THE GOLD (USA);61;A.CEYLAN;SONGÜL YILDIRIM;N.YILDIRIM;4;58;352517;14;19;3,85;%8;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;2;ÇAVDARLI;6y d  a;SALVATORE-RUZİ/KANEKO;60;E.AKPINAR;ALİ OSMAN ARSLAN;M.ÖZGÜL;7;58;486655;11;12;13,15;%5;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;3;FORTUNELLO;7y d  a;SMART ROBIN (JPN)-SPIRA (IRE)/SADLER'S WELLS (USA);60;R.KETME;SELİN DİKENCİK;M.ÖZGÜL;1;58;965844;11;12;10,10;%9;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;4;NADUH;4y d  a;SIDNEY'S CANDY (USA)-TIA JUANA (IRE)/SHAMARDAL (USA);58,5;Ö.F.ÖZEN;SONGÜL YILDIRIM;Ö.YILDIRIM;6;56;4058-06;11;9;3,85;%7;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;5;RICO PASHA;4y a  a;SPEEDY WOLF-WATCH ME/LION HEART (USA);56,5;O.ATMACA;SEMİH YARDIMCI;S.BAYDAN;8;48;7-67611;11;20;1,55;%55;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;6;ARKADIOPOLIS;4y a  a;HUNTER'S LIGHT (IRE)-ELEA (GER)/LORD OF ENGLAND (GER);55,5+2.00Fazla Kilo;S.ÖZEN;FEDAİ KAHRAMAN;Ö.F.TAŞDELEN;5;46;7667-00;21;11;29,65;%1;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;7;LORD OF THE WOLF;4y d  a;AVERY ISLAND (USA)-WARRIOR WOLF/SPEEDY WOLF;52,5;Ç.TAŞCI;MUSTAFA SAFRAN;S.AYDOĞAN;9DSTercihli Start;46;5-20407;22;14;5,50;%6;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;8;THE SNAKE PIT;4y d  a;BODEMEISTER (USA)-MISS DE HAVILLAND (IRE)/CAPE CROSS (IRE);50+1.30Fazla Kilo;S.YAZICIOĞLU;BİLAL AVCI;O.BOZYEL;3;34;309-803;21;11;6,60;%7;05/05/2026
Kocaeli;8;21:00;2000;Kum;Handikap;9;BAY LEMİ;5y a  a;SİNCLAR-PRENSES DEHERE/DEHERE (USA);50+0.80Fazla Kilo;B.BÜLBÜL;M.ERDİNÇ DÜZARAT;HAY.YILDIRIM;2;23;408406;21;5;21,60;%2;05/05/2026
Kocaeli;9;21:30;1700;Kum;;1;CİMİRİNGO;4y k  a;TAMERİNOĞLU-YILDIRIMKIZ/KARAKEMAL;58;A.MEH.ALTIN;SERPİL AKAN;M.TÜRKOĞLU;15;38;652-184;12;18;8,10;%10;05/05/2026
Kocaeli;9;21:30;1700;Kum;;2;KARSAVURANLI;4y d  a;ÖZHABER-BALBADEMİM/BİLGİN;58;M.M.BİLGİN;VEHBİ ATEŞ;M.A.CANPOLATLI;6;50;4378-01;12;20;2,40;%31;05/05/2026
Kocaeli;9;21:30;1700;Kum;;3;MAVİ LADİN;4y k k;YAŞARCIK-ESRAM/ARASLI;56;A.YILDIZ;SARP ERTÜRK;E.ÇUKURKAŞ;14;52;406243;12;15;5,40;%13;05/05/2026
Kocaeli;9;21:30;1700;Kum;;4;SEMENDİN OĞLU;4y a  a;SEMEND-AY TUTULMASI/RİKARDO;56;B.M.MIRIK;MÜSLÜM CAYMAZER;T.ÇEKİCİ;4;41;362984;7;14;8,15;%12;05/05/2026
Kocaeli;9;21:30;1700;Kum;;5;TANJU BEY;4y k  a;TAMERİNOĞLU-BEYAZ ALTIN/CAŞ;53+2.00Fazla Kilo;Z.KARABULUT;M.LEVENT TOPSAKAL;MİR.İPEK;10;45;320098;7;9;20,50;%3;05/05/2026
Kocaeli;9;21:30;1700;Kum;;6;BİÇERROZA;4y k  a;SERDÜMEN-ASİTAY/DEMİRKAZIK;55;O.ATMACA;SİNAN SADIK BİÇER;HÜS.KARABULUT;11;48;131038;210;17;36,55;%1;05/05/2026
Kocaeli;9;21:30;1700;Kum;;8;HIZLI EREN;4y k  a;KARAÜZÜM-DEMİR ASİYE/DEMİRKAZIK;55+1.60Fazla Kilo;O.EREN;HALİT KEKİK;M.ÖCAL;2;58;214-436;102;16;5,60;%9;05/05/2026
Kocaeli;9;21:30;1700;Kum;;9;İRFAN ABİ;4y a  a;ATASOY-FATİNE HANIM/HASTAY;55+1.30Fazla Kilo;E.BOZDAĞ;EBRU KARGIN;TU.TURAN;12;39;696797;7;9;28,85;%1;05/05/2026
Kocaeli;9;21:30;1700;Kum;;10;KARA ONUR;4y k  a;ONURKAAN-KARAMASKE/TIGRES LIGHT (US);55+2.00Fazla Kilo;O.ÖZTÜRK;BARIŞ KARAGÖZ;A.ÖCAL;3;17;746788;18;4;54,65;%1;05/05/2026
Kocaeli;9;21:30;1700;Kum;;11;MADRABAZ YELİ;4y k k;MADRABAZ-DAĞ YELİ/ALPAK;53+2.00Fazla Kilo;O.YILDIZ;FATMA NİLGÜN KUTLU;K.ŞENGEL;9;36;045053;11;16;15,90;%4;05/05/2026
Kocaeli;9;21:30;1700;Kum;;12;RAHİK;4y d k;SAADIN GÜCÜ-TUNÇKANAT/ODİNHAN;50+1.60Fazla Kilo;Ç.TAŞCI;YANAL ASLAN;AL.ÇİZİK;5;35;00-0000;21;14;75,70;%0;05/05/2026
Kocaeli;9;21:30;1700;Kum;;13;ÖZ MİDYATLI;4y k k;ÖZHABER-MİDYAT/SEZGİNBEY;55+1.70Fazla Kilo;M.ÇELİK;KEMAL ALTIN;N.KAYA;7;37;07-9510;29;19;73,95;%1;05/05/2026
Kocaeli;9;21:30;1700;Kum;;14;ŞADİNİN OĞLU;4y k  a;DEMİRDÖVEN-KIZIMESRA/ÖZGÜNHAN;57;Ö.F.ÖZEN;BAHADIR YEŞİL;N.DÜNDAR;8;41;1;30;20;5,55;%11;05/05/2026
Kocaeli;9;21:30;1700;Kum;;15;MEGAFAUNA;4y k  a;ÖZHABER-TAMBORA/BİLGİN;55+1.40Fazla Kilo;K.TOKAÇOĞLU;H.TARIK DİKENCİK;M.ÖZGÜL;13;37;008057;6;7;16,40;%3;05/05/2026
Ankara;1;14:30;1200;Kum;;1;KERVAN SANCAĞI;3y a  e;ODİNHAN-AYTOLUN/ALTAHA;57;M.S.ÇELİK;SEMİH KATI;H.SUNKAR;3;;24;9;18;2,90;%27;05/05/2026
Ankara;1;14:30;1200;Kum;;2;BAY AHMET;3y d  e;GÜMBÜRGÜMBÜR-MEİS/TURBO;55+2.00Fazla Kilo;M.AKYAVUZ;SALİH YILDIZER;İ.AKKILIÇ;7;;3;19;19;1,45;%41;05/05/2026
Ankara;1;14:30;1200;Kum;;3;DEDEMHAMZAREİS;3y a  e;BUMBAİ-TUMBULSABUHA/SAĞANAK;56,5+1.90Fazla Kilo;MAHS.TURAN;MAHMUT TURAN;S.POLAT;5;;3;20;19;4,05;%19;05/05/2026
Ankara;1;14:30;1200;Kum;;4;ENESBERKE;3y k  e;BERKSOY-BAFRALI/AĞA KARACA;55+0.70Fazla Kilo;MÜS.ÇELİK;İBRAHİM HAKKI BOYRAZ;MER.KORKMAZ;1;;64;9;18;8,60;%6;05/05/2026
Ankara;1;14:30;1200;Kum;;5;HEVSELİM;3y d  d;ÖZDURAN-NAZLI ŞİMŞEK/CAŞ;53+2.00Fazla Kilo;N.DEMİR;İREM NUR KAYA;RAM. KAYA;6;;;;20;30,05;%1;05/05/2026
Ankara;1;14:30;1200;Kum;;6;KAHRAMAN;3y a  e;AFRİKAANDER-DİLŞANKIZI/JANBERK;52+1.00Fazla Kilo;SERH.ÇELİK;GÖNÜL ÇELİK;M.DEMİROL;2;;7;19;19;12,85;%3;05/05/2026
Ankara;2;15:00;1900;Cim;;1;LAZFATİH;7y k  a;ORÇUN-SEKRETER/CAŞ;58;F.YÜCEL;HALE EKMEKÇİ EMRE;H.TURAN;4;94;311349;24;17;9,10;%2;05/05/2026
Ankara;2;15:00;1900;Cim;;2;SİDAR BEY;5y k  a;SERHANTAY-İDAL SULTAN/CANSÜLO;60;M.AKYAVUZ;ENVER TOYDEMİR;M.DEMİROL;1;82;179661;12;20;28,55;%1;05/05/2026
Ankara;2;15:00;1900;Cim;;3;BABADENİZ;5y a  a;KAYAYÜREKLİ-CESİKA/GOBAKBEY;55+0.90Fazla Kilo;M.A.AKGÖBEK;MEHMET DİLBER;SER.DOĞAN;3;88;37-0001;17;20;17,65;%3;05/05/2026
Ankara;2;15:00;1900;Cim;;4;EYYAMI BAHUR;6y a  a;ÖZGÜNHAN-AYDANAZ/BATYSKAF (PL);58;MÜS.ÇELİK;ÜMİT YAĞMUR;V.AKBAŞ;2;97;624515;28;19;5,95;%11;05/05/2026
Ankara;2;15:00;1900;Cim;;5;ŞIKTURBO;6y k  a;TURBO-ŞIPSEVDİ/HABERBATUR;58+0.20Fazla Kilo;A.KURŞUN;CÜNEYT BUĞDAYCI;Ş.AYDEMİR;9DSTercihli Start;92;146-621;18;20;2,00;%49;05/05/2026
Ankara;2;15:00;1900;Cim;;6;AKSÖZ;5y k  a;TURBO-BONCUKTAY/ANTEPLİ;56+0.90Fazla Kilo;SAL.ÇELİK;HALE EKMEKÇİ EMRE;H.TURAN;5;81;913-680;11;16;9,10;%2;05/05/2026
